5000	110255348	1642511
7000	74717907	403762
9000	106607142	162180
11000	192520312	872488
13000	206105941	155448
15000	249417827	164325
17000	298945751	166400
19000	271543932	103147
21000	386155506	107116
23000	403242183	104477
25000	518456300	475107
27000	456113922	107597
29000	507423758	107736
31000	513591264	109788
33000	535111417	115915
35000	692551379	102525
37000	605687285	105130
39000	626417848	106240
41000	642196868	111444
43000	590039370	114143
